time,raw,threshold,reached,profile,capacity,current_ma,status
09:22:28,90,90,0,2,90,2074,Charging
09:22:28,90,90,0,2,90,2074,Charging
09:22:29,90,90,0,2,90,2074,Charging
09:22:29,90,90,0,2,90,2074,Charging
09:22:30,90,90,0,2,90,2074,Charging
09:22:30,90,90,0,2,90,2074,Charging
09:22:31,90,90,0,2,90,2074,Charging
09:22:31,90,90,0,2,90,2074,Charging
09:22:32,90,90,0,2,90,2074,Charging
09:22:32,90,90,0,2,90,2074,Charging
09:22:33,90,90,0,2,90,2074,Charging
09:22:33,90,90,0,2,90,2074,Charging
09:22:34,90,90,0,2,90,2074,Charging
09:22:34,90,90,0,2,90,2074,Charging
09:22:35,90,90,0,2,90,2074,Charging
09:22:35,90,90,0,2,90,2074,Charging
09:22:36,90,90,0,2,90,2074,Charging
09:22:36,90,90,0,2,90,2074,Charging
09:22:37,90,90,0,2,90,2074,Charging
09:22:37,90,90,0,2,90,2074,Charging
09:22:38,90,90,0,2,90,2040,Charging
09:22:38,90,90,0,2,90,2040,Charging
09:22:39,90,90,0,2,90,2040,Charging
09:22:39,90,90,0,2,90,2040,Charging
09:22:40,90,90,0,2,90,2040,Charging
09:22:40,90,90,0,2,90,2040,Charging
09:22:41,90,90,0,2,90,2040,Charging
09:22:41,90,90,0,2,90,2040,Charging
09:22:42,90,90,0,2,90,2040,Charging
09:22:42,90,90,0,2,90,2040,Charging
09:22:43,90,90,0,2,90,2040,Charging
09:22:43,90,90,0,2,90,2040,Charging
09:22:44,90,90,0,2,90,2040,Charging
09:22:44,90,90,0,2,90,2040,Charging
09:22:45,90,90,0,2,90,2040,Charging
09:22:45,90,90,0,2,90,2040,Charging
09:22:46,90,90,0,2,90,2040,Charging
09:22:46,90,90,0,2,90,2040,Charging
09:22:47,90,90,0,2,90,2040,Charging
09:22:47,90,90,0,2,90,2040,Charging
09:22:48,90,90,0,2,90,2040,Charging
09:22:48,90,90,0,2,90,2040,Charging
09:22:49,90,90,0,2,90,2040,Charging
09:22:49,90,90,0,2,90,2040,Charging
09:22:50,90,90,0,2,90,2040,Charging
09:22:50,90,90,0,2,90,2040,Charging
09:22:51,90,90,0,2,90,2040,Charging
09:22:51,90,90,0,2,90,2040,Charging
09:22:52,90,90,0,2,90,2040,Charging
09:22:52,90,90,0,2,90,2040,Charging
09:22:53,90,90,0,2,90,2040,Charging
09:22:53,90,90,0,2,90,2040,Charging
09:22:54,90,90,0,2,90,2040,Charging
09:22:54,90,90,0,2,90,2040,Charging
09:22:55,90,90,0,2,90,2040,Charging
09:22:55,90,90,0,2,90,2040,Charging
09:22:56,90,90,0,2,90,2040,Charging
09:22:56,90,90,0,2,90,2040,Charging
09:22:57,90,90,0,2,90,2040,Charging
09:22:57,90,90,0,2,90,2040,Charging
09:22:58,90,90,0,2,90,2040,Charging
09:22:58,90,90,0,2,90,2040,Charging
09:22:59,90,90,0,2,90,2040,Charging
